artist,track,album
Lana Del Rey,Pretty When You Cry,Ultraviolence (Deluxe)
"Anitta, Nattan & Matheus Alves",Sede De Você,Ensaios Da Anitta
"Dj Caio Vieira, MC Meno K & Mc Rodrigo do CN",FAMOSINHA,FAMOSINHA - Single
DJ TOPO & MC Livinho,"Mtg na Imaginação (Topo Sessions, Vol. 1)","Mtg na Imaginação (Topo Sessions, Vol. 1) - Single"
Anitta & Priscila Senna,Cheio De Vontade,Ensaios Da Anitta
"Ana Castela, Melody & Dj Chris No Beat",Pipoco,Pipoco - Single
"DJ TOPO, Melody & Mc Pedrinho",De Biquíni,De Biquíni - Single
MC LUUKY & DJ JB Mix,Malvadinho,Malvadinho - Single
"Nilo, Mc Paiva ZS & DJ Di Marques",Fui Mlk (feat. FamousKyo),Fui Mlk (feat. FamousKyo) - Single
"Mc Negão Original, DJ Japa NK & MC Jvila","Vou pela Madrugada (feat. MC Willian, DJ Guh Mix & MC Meno K)",A Nata de Tudo - A Ovelha Negra
MC Tuto & DJ Glenner,Barbie,Barbie - Single
"DJ Japa NK, Mc Negão Original & MC Meno K",Comedinha Ficou Bravo,É o Japa Nk Né Bebê
"MC Jvila, Mc Negão Original, DJ Dael & DJ Guh Mix",Pirocada Quente,Pirocada Quente - Single
"DJ TOPO, Natiruts, Yuri Redicopa & Ryuchi","QUANDO VOCÊ SE FOI CHOREI (SORRI, SOU REI)","QUANDO VOCÊ SE FOI CHOREI (SORRI, SOU REI) - Single"
"Anitta, Lexa & POCAH",Brincadeira Gostosa,Ensaios Da Anitta
DJ Zigão & MC Roger,Tô na Brasília Com o Zigão,Tô na Brasília Com o Zigão - Single
"DJ TOPO, MC Kevin O Chris & Luísa Sonza",Bate Volta,Bate Volta - Single
"Dexhenry, DJ QUIRINO, Yuri Redicopa & Ascending",Esse Cupido Não Me Ajuda,Esse Cupido Não Me Ajuda - Single
"DJ YAN MARIOTO, MC Marlon PH & Big Mc",Eu Vou Cuspir,Eu Vou Cuspir - Single
"cjnobeat, MC Morena & MC GW",Até Quebrar a Cama 2.0,Até Quebrar a Cama 2.0 - Single
"Mc GP, MC Jvila & MC LUUKY",300 no 7 (feat. Dj Yuri Pedrada),300 no 7 (feat. Dj Yuri Pedrada) - Single
"Oruam, Zé Felipe & MC Tuto","Oh Garota Eu Quero Você Só Pra Mim (feat. MC K9, MC Rodrigo do CN & mc pl alves)","Oh Garota Eu Quero Você Só Pra Mim (feat. MC K9, MC Rodrigo do CN & mc pl alves) - Single"
"Mc Negão Original, DJ Guh Mix & DJ Japa NK",Medley de Igaratá 3,Medley de Igaratá 3 - Single
"DENNIS, Luísa Sonza & Kenia Os",Bate,Bate - Single
"DJ Douglinhas, DJ Miller Oficial & MC Torugo",Puta É Só um Detalhe,Puta É Só um Detalhe - Single
Mc GP,Ela Bebeu Surtou,Ela Bebeu Surtou - Single
MC Tuto & Grelo,Do Job,Do Job - Single
MC Livinho & DJ TOPO,MTG PASSA PASSA PRA EU SARRAR,MTG PASSA PASSA PRA EU SARRAR - Single
"MC Cebezinho, DJ Oreia, MC Tuto & MC Kako",A Danada Me Ligando,A Danada Me Ligando - Single
MC Kevin O Chris,Ela É do Tipo,Ela É do Tipo - Single
"JC no beat, DJ F7 & MC Meno Dani",Maria Mariah (feat. Silva MC),Maria Mariah (feat. Silva MC) - Single
MC Tuto & DJ Oreia,2025,2025 - Single
Mc Negão Original & DJ Guh Mix,Medley de Igaratá 4,A Nata de Tudo - A Ovelha Negra
"Dj Guuh, Mc Rodrigo do CN & MC Talibã",Vai no Chão Bandida,Vai no Chão Bandida - Single
"DJ GM, Mc Paiva ZS, Triz, MC Paulin da Capital, Mc Lipi, MC Lele JP, MC Ryan SP, Gabb MC, Mc Daniel, MC Cebezinho, MC Gh do 7, MC Marks, Grego & Mc Negão Original",Set Dj Gm 6.0,Set DJ GM 6.0 - EP
"Mc Lele JP, MC Marks & MC Joãozinho VT",Eu sou Cantor Não Sou Bandido (feat. MC Leozinho ZS),Eu sou Cantor Não Sou Bandido (feat. MC Leozinho ZS) - Single
Mc Kevin,Doutora 3,"Funk é Nóis GR6 3.1, Vol. 1"
DJ HM ZL & MC MAYAH,O Tbt Que Ele Quer,O Tbt Que Ele Quer - Single
"Anitta, MC Danny & HITMAKER",Sei Que Tu Me Odeia,Ensaios Da Anitta
"MC LUUKY, Mc Hariel, MC Ryan SP & DJ Thi Marquez",Final do Ano,Final do Ano - Single
DJ NATAN 22 & MC Rodrigo do CN,Meu Carro Não Tem Porta Luva (Remastered 2024),Meu Carro Não Tem Porta Luva (Remastered 2024) - Single
"MC Jvila, MC Ryan SP, Mc Negão Original & DJ Dael",Camarote 25 (feat. MC Joãozinho VT),Camarote 25 (feat. MC Joãozinho VT) - Single
MC Cebezinho & Dj Yuri Pedrada,Observando Essa Salada,Observando Essa Salada - Single
"Puterrier, MC Carol & Lb Único",Vou Investir em Você,Vou Investir em Você - Single
Shevchenko e Elloco,"Dally (feat. Maneirinho do Recife, Mc Balakinha & Biel Xcamoso)",Eu Tô Só Calado
"DENNIS, L7NNON & Beéle",Loco Contigo,Loco Contigo - Single
MC Joãozinho VT,O Fim É Triste,O Fim É Triste - Single
"MC LUUKY, Mc Don Juan, MC Ryan SP & Mc Davi",Desacato,Desacato - Single
"Anitta, Rogerinho & HITMAKER",Imagina,Ensaios Da Anitta
"DJ Victor, MC Tuto, MC LUUKY & Mc Kadu",Mó Fita,Mó Fita - Single
MC Du Black & DJ 2F,Gaiola É o Troco,Gaiola É o Troco - Single
DENNIS & Mc Davi,Pampa,Pampa - Single
"Mc Paiva ZS, Dj AK Beats & Love Funk",Fala na Cara,Fala na Cara - Single
"Mc Negão Original, MC Cebezinho, Mc Fidelis, Mc GP, MC Jvila & MC Ryan SP",Toma Que Toma,Toma Que Toma - Single
Mc Don Juan,Oh Novinha,Oh Novinha - Single
POCAH,Não Sou Obrigada,Não Sou Obrigada - Single
Lia Clark & Pabllo Vittar,SEREIA,SEREIA - Single
MC Kevin O Chris & DENNIS,Medley da Gaiola (Dennis DJ Remix),Medley da Gaiola (Dennis DJ Remix) - Single
"Mc GP, DJ Victor & Mc IG","Modo Esquece (feat. TrapLaudo, MC Menor da VG, Lil Kid 777, Aaron Modesto, MC Gui Da Norte & MC Tuto)",Nova Tendência
Anitta & Simone Mendes,Perdeu,Ensaios Da Anitta
Anderson Neiff,Tua Ex É uma Delícia,Tua Ex É uma Delícia - Single
Chefin,Se Essa Bunda For uma Empresa,Se Essa Bunda For uma Empresa - Single
"MC LUUKY, MC Bruno MS & Boladin 211","Só Menina Linda (feat. Mc Negão Original, Mc GH do 7, MC DANIEL, DJ Japa NK, Dj Davi DogDog & MC Ryan SP)","Só Menina Linda (feat. Mc Negão Original, Mc GH do 7, MC DANIEL, DJ Japa NK, Dj Davi DogDog & MC Ryan SP) - Single"
"MC Joãozinho VT, MC Tuto & MC Vine7","Tropa do Sem K.O (feat. MC Ryan SP, Mc Duzinho SP, MC LUUKY & Caio Passos)","Tropa do Sem K.O (feat. MC Ryan SP, Mc Duzinho SP, MC LUUKY & Caio Passos) - Single"
MC LUUKY & DJ Japa NK,Te Levei Pro Beco,Te Levei Pro Beco - Single
"DJ YUZAK, MC BN & Mc RN Original",Montagem Sarra Sarra,Montagem Sarra Sarra - Single
"Mc Negão Original, DJ Guh Mix & Mc Lele JP","Quarto de Motel (feat. MC Willian, Mc GP & MC Meno K)",A Nata de Tudo - A Ovelha Negra
MC LUUKY & Oldilla,Nem Ligo Pro Amor,Menor do Desacato
"Mc Negão Original, DJ Japa NK & DJ DAVI DOGDOG",Bbzão da Boca Inchada,Bbzão da Boca Inchada - Single
Anitta,Capa De Revista,Ensaios Da Anitta
MC Tuto & Oldilla,E Aí Como Que Tá ?,E Aí Como Que Tá ? - Single
Detagaz & MC Guh SR,Mtg Perna Bamba X Piranhas do Helipa,Mtg Perna Bamba X Piranhas do Helipa - Single
"Deejay RB, MC Tuto & MC Joãozinho VT","Longe de Magnata (feat. Borges, Chefin, MC Kako & MC Vine7)","Longe de Magnata (feat. Borges, Chefin, MC Kako & MC Vine7) - Single"
"DJ CZ, DJ Katrip, MC Rodrigo do CN & Mc Nito",Construção de Amor,Construção de Amor - Single
"MC LUUKY, MC Jvila & DJ Dael",Olha pra Cara de Quem Te...,Olha pra Cara de Quem Te... - Single
"Dadá Boladão, Tati Zaqui & OIK",Surtada (Remix Brega Funk),Surtada (Remix Brega Funk) - Single
"DJ Gouveia, DJ Dozabri & Mc Rodrigo do Cn",Tipo Nino Abravanel,Tipo Nino Abravanel - Single
"DJ Ryder, Dj Dudu Coupper & MC GW",Sequência da Botação,Sequência da Botação - Single
"MC Joãozinho VT, DJ BOY, DJ GM & MC Ryan SP",Set Tatuapé Conceito 2,Set Tatuapé Conceito 2 - Single
DENNIS & Mc Don Juan,Te Prometo,Te Prometo - Single
"MC Jvila, DJ Torricelli & Dj Flor",Pix ou Presente (feat. Dj Carlinhos & DJ KAUE SOUZA),Pix ou Presente (feat. Dj Carlinhos & DJ KAUE SOUZA) - Single
"Dj Nk Da Serra, MC Kevin O Chris & Ja1 No Beat",TA MOVIMENTANDO,TENTE NÃO DANÇAR - EP
DENNIS & MC G15,Só Você,Só Você - Single
DJ KELVINHO DA ZS & Iraqui Zl,Sobe na Moto Roubadona,Sobe na Moto Roubadona - Single
Anitta & MC Livinho,Sem Freio,Ensaios Da Anitta
Mc GP & DJ Japa NK,Ela se Envolve,Ela se Envolve - Single
Nego do Borel,Você Partiu Meu Coração (feat. Anitta & Wesley Safadão),Você Partiu Meu Coração (feat. Anitta & Wesley Safadão) - Single
Anitta,Chata Pra Caralho,Ensaios Da Anitta
Mc Delano,Na Ponta Ela Fica,Na Ponta Ela Fica
MC Dricka & DJ S2K,Vou Raspar Seu Bigodin,Vou Raspar Seu Bigodin - Single
"Kevin do recife, Danilo Bolado, Dadá Boladão & MC Morena",Com Cabelo Loirinho (feat. Mc Thiaguinho do Recife & cjnobeat),Com Cabelo Loirinho (feat. Mc Thiaguinho do Recife & cjnobeat) - Single
"MC L da Vinte, MC Luan da BS, Mc DB, MC Josh, MC Braz & DJ 2W","Set do Dj 2W, Vol. 2 (feat. MC Keven da VC)","Set do Dj 2W, Vol. 2 - Single"
"Danado do Recife, Escama Reels, Mc Nick & Zoinho no Beat",Indireta,Indireta - Single
Lexa & MC Lan,Sapequinha,Sapequinha - Single
"Mc K.K, DJ TG Beats, Dj Aurélio & MC Lipivox",Agudo Mágico 3,Agudo Mágico 3 - Single
Kevinho,Olha a Explosão,Olha A Explosão - Single
MC Zaquin & MC Rick,Não Nasceu pra Namorar,Não Nasceu pra Namorar - Single
GP DA ZL & Mc Jhey,Ela É Profissional,Mixtape Underground
Mc Jacaré,Senta no Fazendeiro,Senta no Fazendeiro - Single
Dennis,Malandramente (feat. Nandinho & Nego Bam),Malandramente (feat. Nandinho & Nego Bam) - Single
"MC LUUKY, MC Ryan SP & DJ Victor",Sempre na Simplicidade (feat. Boladin 211 & MC Vine7),Sempre na Simplicidade (feat. Boladin 211 & MC Vine7) - Single
Mc Leozin,Maldita de Ex,Maldita de Ex - Single
Mc Paiva ZS & Kotim,Bagulho Louco,Bagulho Louco - Single
Mc Leléto,Treme o Bumbum,Treme o Bumbum - Single
Anitta & HITMAKER,Maratona De Jogação,Ensaios Da Anitta
"Mc Gabzin, DJ TAK VADIÃO & DJ SV",O Poder Dessa Garota,O Poder Dessa Garota - Single
"Mc Nito, MT DO PALACIO, BK2P & Rennan da Penha",Thainá Thainá,Thainá Thainá - Single
Hwungii & DJ VGK1,VOCE NA MIRA (Slowed),VOCE NA MIRA - EP
"MC LUUKY, Mc Jacaré, MC Ryan SP & Dj Andrabeat",Quis Pagar Pra Ver (feat. DJ Japa NK),Quis Pagar Pra Ver (feat. DJ Japa NK) - Single
Bonde do Tigrão,O Baile Todo,Bonde Do Tigrão
Mc Lipi,Anota Aí,Anota Aí - Single
"DJ CZ, Yuri Redicopa & wBoy",Brisada Que Ela Se Joga,Brisada Que Ela Se Joga - Single
"DJ Gu, MC Tuto, MC Joãozinho VT & MC Fr da Norte",Campeonato de Put4 (feat. MC Marks & MC Meno K),Campeonato de Put4 (feat. MC Marks & MC Meno K) - Single
"cjnobeat, Felipe Amorim & Mc Rodrigo do Cn",Ela Quer Sentar Pros Maloka,Ela Quer Sentar Pros Maloka - Single
JIRAYAUAI & Douth!,Balada Eletronejo (feat. Gusttavo Lima) [Ao Vivo],Balada Eletronejo (feat. Gusttavo Lima) - Single (Ao Vivo)
MC Rogerinho,Botadinha Saliente,Botadinha Saliente - Single
"Mc Menor MT, DJ Caldas & MC Pelourinho",Ela Me Liga na Madruga,Ela Me Liga na Madruga - Single
MC GP & Caverinha,Fatos da Quebrada 2,Fatos da Quebrada 2 - Single
MC Fioti,Joga o Bum Bum Tamtam,Joga o Bum Bum Tamtam - Single
"Lekinho no Beat, MC CH da Z.O, Anderson Neiff, Trovão no Beat & Mc Jajau",Tira a Roupa,Tira a Roupa - Single
"DJ Oreia, MC Cebezinho & MC Ryan SP","Olha pra Minha Cara Não (feat. Menor Richard, MC Meno K & MC LUUKY)","Olha pra Minha Cara Não (feat. Menor Richard, MC Meno K & MC LUUKY) - Single"
DENNIS & Kevinho,Agora é Tudo Meu,Agora é Tudo Meu - Single
"L7NNON, MC Rodrigo do CN & DJ Zigão",LSet,LSet - Single
DJ GM & Mc Lipi,Apontei pro Céu,Apontei pro Céu - Single
MC Kevin O Chris,Evoluiu (feat. Sodré),Evoluiu (feat. Sodré) - Single
Sapão,Vou Desafiar Você,Vou Desafiar Você - Single
"Mc Lysa, MC Neguinho ITR & DJ PING PONG",Automotivo Vem Preparada,Automotivo Vem Preparada - Single
"Dnovaees, Yuri Redicopa & GEXIS",Eu Sei Que Não É Verdade,Eu Sei Que Não É Verdade - Single
"Mc Paiva ZS, Gabb MC & Mc Kadu",Nois É os Cara (feat. MC Lemos),Nois É os Cara (feat. MC Lemos) - Single
"MC K.K, LeoZera & Love Funk",Agudo Mágico 4,Agudo Mágico 4 - Single
"DJ GM, MC Tuto & MC Cebezinho","Set Dj Gm 7.0 (feat. MC Paulin da Capital, Mc Lipi, MC Vinny, MC Ryan SP, Gabb MC, Mc Daniel, MC Kako, MC Marks, MC Joãozinho VT, MC Vine7, MC LUUKY, Chefin & Boladin 211)","Set Dj Gm 7.0 (feat. MC Paulin da Capital, Mc Lipi, MC Vinny, MC Ryan SP, Gabb MC, Mc Daniel, MC Kako, MC Marks, MC Joãozinho VT, MC Vine7, MC LUUKY, Chefin & Boladin 211) - EP"
"Tropa do Bruxo, DJ Ws da Igrejinha, SMU, Triz & Mc Menor Thalis",Baile do Bruxo,Baile do Bruxo - EP
"Dj Aguilar, Dj Tchouzen & MC Marlon PH",Deixa Eu Mandar Meu Passinho,Direto do Alto Vol 1
"Jhow Dancer, LeeJack, GP DA ZL & DJ ALEXIA",2026,2026 - Single
"Mc Paiva ZS, Love Funk & Dj AK Beats",01 Não É 02,01 Não É 02 - Single
"DJ BOY, MC Joãozinho VT, MC Ryan SP & Mc V7",Coração Gelado 3,Coração Gelado 3 - Single
"Chefin, MC Joãozinho VT & MC LUUKY",Adoro Essa Vida $$$ (feat. DJ Rafinha),Nós Era Duro
"Davi Kneip, MC Frog, Dj Gabriel do Borel & Luísa Sonza",Sentadona (Remix),Sentadona (Remix) - Single
"DJ Gbr, Mc IG & MC Ryan SP","Let's Go 2 (feat. Mc Hariel, Mc Kadu, MC Marks, Mc Don Juan, MC Luki & MC PH)","Let's Go 2 (feat. Mc Hariel, Mc Kadu, MC Marks, Mc Don Juan, MC Luki & MC PH) - Single"
"MC Paulin da Capital, Mc Piedro, DJ GM, DJ WN, MC Ryan SP & Mc Daniel",Samba de Malandro,Samba de Malandro - Single
"MC Kevin O Chris, Dj Nk Da Serra & Mc Magrinho",Faz um Vuk Vuk (Teto Espelhado),Faz um Vuk Vuk (Teto Espelhado) - Single
"Mc Neguinho do Morro, mc donzela, DJ NDM & MITOS ENTRETENIMENTO",Bebida Droga e Sexo,Bebida Droga e Sexo - Single
MC Kevin O Chris & MC Caja,Papin,Tamborzão Raiz
"Traplaudo, Mc Don Juan & MC PH","Malvada (feat. Dj Murillo e LT no Beat, MC Ryan SP & Mc IG)","Malvada (feat. Dj Murillo e LT no Beat, MC Ryan SP & Mc IG) - Single"
DJ SV & Manim Vaqueiro,MTG Forró e Desmantelo,MTG Forró e Desmantelo - Single
"MC Rick, Dj AG do Caiçara, Mc Leozin & Mc Ws da leste",Set do Arnon do Grau (feat. Mc Lekão),Set do Arnon do Grau (feat. Mc Lekão) - Single
"Oldilla, Gabb MC, MC LUUKY, Mc Tato, MC Bruno MS, TrapLaudo & Boladin 211",Deixa o Cavalo Correr,Deixa o Cavalo Correr - Single
"The Box, Oruam, Real Fuba, Didi, Luanzin, Luiz Filipe do Rosário, Victor WAO, Maurin & Elow",THE BOX MEDLEY FUNK 6,THE BOX MEDLEY FUNK 6 - Single
"DJ JZ, Humberto & Ronaldo, mc mininin & Silvanno Salles",MTG Quero Te Encontrar,MTG Quero Te Encontrar - Single
MC Kevin O Chris & FP do Trem Bala,Vamos pra Gaiola,Vamos pra Gaiola - Single
DJ TOPO & Kew,LADO MAU - TOPO SESSIONS VOL. 5,LADO MAU - TOPO SESSIONS VOL. 5 - Single
Lukka & GDM,Falhas,Solo Paulista
Tz da Coronel,Trajado de Glock Ela Joga na Cara,Trajado de Glock Ela Joga na Cara - Single
"DJ Petroski, DJ FRACARI, FARIAS & 0bg3fNpRQgZTCAg3Bseyly",Mega Catuca Elas No Clima (feat. Gui Boratto),Mega Catuca Elas No Clima (feat. Gui Boratto) - Single
MC L da Vinte & MC Gury,Parado no Bailão (feat. MC Gury),Parado no Bailão (feat. MC Gury) - Single
Sotam & Carla Sol,Bloco dos Apaixonados,"Até o Próximo Carnaval, Vol. 3"
Mc Gabzin,Simplesmente Ela,Simplesmente Ela - Single
"DJ GM, Mc Lipi & MC Lele JP","Mais um Favelado (feat. MC Lemos, MC Liro & Mc Luck)","Mais um Favelado (feat. MC Lemos, MC Liro & Mc Luck) - Single"
Mc Lipi,Gente da Gente,Gente da Gente - Single
"MC Meno K, MC Ryan SP & Kauhan Peres",Procedimento da Casa (feat. Mc Negão Original),Procedimento da Casa (feat. Mc Negão Original) - Single
"DJ ARANA, MC Livinho & DJ Jeeh FDC",Amor É Mentira,Set Final de Ano - EP
DENNIS & Cantini,Isso Que é Vida,Isso Que é Vida - Single
PEDRO SAMPAIO & Thaysa Maravilha,ENSAIO DAS MARAVILHAS,ENSAIO DAS MARAVILHAS - Single
"Mc Paiva ZS, DJ Gbr & Mc Gw",Na Treta Grita Meu Vulgo,Na Treta Grita Meu Vulgo - Single
"0bg3fNpRQgZTCAg3Bseyly, Xamã & WC no Beat",Deixa,Deixa - Single
Mc Souza,Vai deitar sem Sono,Vai deitar sem Sono - Single
"MC Fr da Norte, DJ Gu, MC Tuto & MC Marks",Ligação Perdida,Terror Da Panelinha (No Pique Do F)
Mc Paiva ZS & Kotim,Festa de Vagabundo,Festa de Vagabundo - Single
"MC Paulin da Capital, Mc Lipi & DJ GM",Mulher Cativante,Mulher Cativante - Single
"DJ Caio Prince, Mc Luanna, MU540 & DJ Thiago Martins",Botano (Útero Baixo),Botano (Útero Baixo) - Single
"Mc Lipi, MC Paulin da Capital, MC Lele JP & DJ GM","Set Dj Gm 4.0 (feat. MC Ryan SP, Nego do Borel, Mc Neguinho do ITR, Theus Costa, Mc Piedro & Mc Nathan ZK)","Set Dj Gm 4.0 (feat. MC Ryan SP, Nego do Borel, Mc Neguinho do ITR, Theus Costa, Mc Piedro & Mc Nathan ZK) - Single"
Mc Poze do Rodo & Dj Gabriel do Borel,Voando Alto,Voando Alto - Single
MC Kadinho & MC Jhowzinho,Agora Vai Sentar,Agora Vai Sentar - Single
"THEUZZIN, Mn de Niteroi, 2L Motta & DJ MK De Niterói",BOA NOITE POVO (REMIX),BOA NOITE POVO (REMIX) - Single
"DJ BOY, MC Tuto & MC Marks","Olá Mercedes (feat. MC Joaozinho VT, MC Vine7, Gabb MC & MC Ryan SP)","Olá Mercedes (feat. MC Joaozinho VT, MC Vine7, Gabb MC & MC Ryan SP) - Single"
"Mc Paiva ZS, Gabb MC & Dj Aladin GDB",Bandido Não Dança,Bandido Não Dança - Single
"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken & DJ Gege",Ela me Falou Que Quer Rave,Ela me Falou Que Quer Rave - Single
"MC Saci, Complexo dos Hits & DJ Sammer",Aquariano Nato (feat. mc pretchako),Funktroit
"MC GP, Mc Rodrigo do CN & Marquinho no Beat",Princesa Gostosa,Princesa Gostosa - Single
MC Teteu & Dj Serpinha,Black Lança (Catucando Gostosinho),Black Lança (Catucando Gostosinho) - Single
"Mc Daniel, DJ WN & DJ GM",Vamo de Pagodin,Vamo de Pagodin - Single
"dj andreoli, TOMAS, Mac Júlia & DJ Ws da Igrejinha",Ele Carrega Minha Bolsa (feat. MC FABINHO DA OSK & DJ Kayque),Ele Carrega Minha Bolsa (feat. MC FABINHO DA OSK & DJ Kayque) - Single
"Felipe Beats, Zé Felipe & Vitor Daslent's",Porsche Azul,Porsche Azul - Single
"Mc Anjim, Dj Lv Mdp & DJ Ph da Serra",Bala Love,Bala Love - Single
"L7NNON, Bianca & DJ Biel do Furduncinho",Ai preto,Ai preto - Single
"GP DA ZL, Mc Nito, MC Dom Lp & MC GW",Introdução em Dó Menor,1s - EP
"Mc Negão Original, DJ Guh Mix & Mc GP",A Nata (feat. Mc Dena & MC Bruno MS),A Nata de Tudo - A Ovelha Negra
Mc Lipi & Mc Hariel,Bem Melhor,Bem Melhor - Single
"Mc Kevin, MC Ryan SP & Mc Lele JP",Donos da Capital (feat. MC GP & Mc IG),Donos da Capital (feat. MC GP & Mc IG) - Single
"DG e Batidão Stronda, Mariana Fagundes, Breno Major & Felipe Farra",Carro de Malandro,Carro de Malandro - Single
DJ TOPO & MC Rodrigo do CN,GOLADA NO JACK - TOPO SESSIONS VOL. 4,GOLADA NO JACK - TOPO SESSIONS VOL. 4 - Single
"fhop music, Débora Rabelo & Hamilton Rabelo",Tu és + Águas Purificadoras (Ao Vivo),A Boa Parte (Ao Vivo)
MORADA,É Tudo Sobre Você (Ao Vivo),É Tudo Sobre Você (Ao Vivo) - Single
Aline Barros,Jeová Jireh,Minha Oração
Preto no Branco,Ninguém Explica Deus (feat. Gabriela Rocha),Preto no Branco
Isadora Pompeo,Ovelhinha (Ao Vivo),Ovelhinha (Ao Vivo) - EP
Felipe Rodrigues,Tudo É Perda (Ao Vivo),Tudo É Perda (Ao Vivo) - Single
"Get Worship, Melk Villar, Vinicius Cruz & Get Global",Um Novo Dia,Um Novo Dia - Single
Vitor Santana,João 20 + pra Sempre - Ao Vivo,João 20 + pra Sempre - Ao Vivo - Single
fhop music & Marco Telles,Colossenses e Suas Linhas de Amor,"Eita! Mesma Língua, Diferentes Sotaques - EP"
Davi Sacer,Deus de Promessas (feat. Simone Mendes) [Ao Vivo],Deus de Promessas (feat. Simone Mendes) - Single (Ao Vivo)
Julliany Souza,Lindo Momento (Ao Vivo),Lindo Momento (Ao Vivo) - EP
Fernandinho,Todas As Coisas (Ao Vivo),Uma Nova História (Ao Vivo)
Gabriela Rocha,Teu Santo Nome,Pra Onde Iremos?
Fernandinho,Grandes Coisas (Ao Vivo),Uma Nova História (Ao Vivo)
Ana Nóbrega,Oceanos (Onde Meus Pés Podem Falhar) [Oceans Where Feet May Fail] [Ao Vivo],Não Me Deixes Desistir (Ao Vivo)
Kemuel,Algo Novo (feat. Lukas Agustinho) [Ao Vivo],Algo Novo (feat. Lukas Agustinho) [Ao Vivo] - Single
Casa Worship,A Casa É Sua (Ao Vivo),A Casa É Sua (Ao Vivo) - Single
Fernandinho,Santo Pra Sempre (Ao Vivo no Mineirão),Santo Pra Sempre (Ao Vivo no Mineirão) - Single
Isaias Saad,Ousado Amor,Ousado Amor - Single
Gabriela Rocha,Atos 2,EP Gabriela Rocha - Single
Isadora Pompeo,Dependente de Deus (Ao Vivo),Dependente de Deus (Ao Vivo)
Fernandinho,Bondade de Deus (Acústico),VERSÕES 2: Fernandinho e Paula Santos (Acústico)
Gabriel Guedes de Almeida,Santo pra Sempre (Ao Vivo),Santo pra Sempre (Ao Vivo) - Single
Casa Worship,Eu Te Vejo Em Tudo,Eu Te Vejo Em Tudo - Single
Fernandinho,Único (Live),Único (Live)
fhop music & Nívea Soares,A Boa Parte (Ao Vivo),A Boa Parte (Ao Vivo)
Thalles Roberto,Mesmo Sem Entender,"Saudade, Vol. 1"
Kemuel,Oh Quão Lindo Esse Nome É (What a Beautiful Name) [Sony Music Live],Kemuel (Sony Music Live) - Single
Alexsander Lucio,O Fogo Arderá (Ao Vivo),O Fogo Arderá (Ao Vivo) - EP
fhop music,Sublime (Ao Vivo),Meia Noite (Ao Vivo)
MORADA,É Tudo Sobre Você / Ser Mudado (Ao Vivo),"Uma Só Voz, Vol. 01 (Ao Vivo)"
Ministério Zoe,Aquieta Minh'alma,Eu Me Atrevi a Te Chamar de Abba
Juliano Son,Lindo És + Só Quero Ver Você (Ao Vivo),Livres Ao Vivo Em São Paulo
Fernandinho,Deus Não Está Morto,Deus Não Está Morto - Single
Isadora Pompeo,Aliança (Ao Vivo),Ovelhinha (Ao Vivo) - EP
Drops INA,Tudo É Teu,É Ele - EP
Coral Canto Jovem e Rayssa Andreoli,IMPERFEITO,IMPERFEITO - Single
Julia Vitória,De Dentro pra Fora,De Dentro pra Fora - Single
Midian Lima,Jó,Milagre
Gabriela Rocha,Me Atraiu (Ao Vivo),Me Atraiu (Ao Vivo) - Single
Fernandinho,Galileu (Ao Vivo),Galileu (Ao Vivo)
Fernandinho & Midian Lima,Brasa Viva (Acústico),Único (Acústico)
Gabriela Rocha,Alfa e Ômega / Pra Te Adorar,Ecoar - EP
Gabriela Rocha,O Mover do Espírito (Quero Que Valorize),Ecoar - EP
Kemilly Santos,Deus de Obras Completas (Ao Vivo),Deus de Obras Completas (Ao Vivo) - Single
Gabriel Guedes de Almeida,Vitorioso És (Ao Vivo),Vitorioso És (Ao Vivo) - Single
fhop music,Uma Vez (Ao Vivo),A Boa Parte (Ao Vivo)
Renascer Praise,Escape,Escape - Single
MORADA,Só Tu És Santo / Uma Coisa / Deixa Queimar / Quando Ele Vem (Ao Vivo),"Uma Só Voz, Vol. 01 (Ao Vivo)"
Heloisa Rosa & Fernandinho,Yeshua,Yeshua - Single
Isaias Saad,Espírito Vem (feat. Juliano Son),Isaias Saad
Isaias Saad,Estou Aqui (feat. Luma Elpidio),Isaias Saad
